291' - 18/10 | 05:8:10 | -8.61958 | -36.61341|
292' - 18/10 | 05:9:11 | -8.61965 | -36.61394|
293' - 18/10 | 05:10:15 | -8.61958 | -36.61341|
294' - 18/10 | 05:11:16 | -8.61960 | -36.61343|
295' - 18/10 | 05:12:17 | -8.61963 | -36.61343|
296' - 18/10 | 05:13:18 | -8.61963 | -36.61343|
297' - 18/10 | 05:14:19 | -8.61966 | -36.61330|
298' - 18/10 | 05:15:20 | -8.61962 | -36.61327|
299' - 18/10 | 05:16:21 | -8.61956 | -36.61331|
300' - 18/10 | 05:17:22 | -8.61966 | -36.61320|
301' - 18/10 | 05:18:23 | -8.61965 | -36.61327|
302' - 18/10 | 05:19:24 | -8.61967 | -36.61332|
303' - 18/10 | 05:20:26 | -8.61967 | -36.61325|
304' - 18/10 | 05:21:27 | -8.61964 | -36.61321|
305' - 18/10 | 05:22:34 | -8.61972 | -36.61330|
306' - 18/10 | 05:28:39 | -8.61966 | -36.61317|
307' - 18/10 | 05:29:40 | -8.61966 | -36.61320|
308' - 18/10 | 05:32:03 | -8.61961 | -36.61312|
309' - 18/10 | 05:33:04 | -8.61965 | -36.61320|
310' - 18/10 | 05:34:05 | -8.61963 | -36.61321|
311' - 18/10 | 05:35:06 | -8.61964 | -36.61319|
312' - 18/10 | 05:36:07 | -8.61964 | -36.61322|
313' - 18/10 | 05:37:08 | -8.61963 | -36.61319|
314' - 18/10 | 05:38:09 | -8.61961 | -36.61354|
315' - 18/10 | 05:39:10 | -8.61960 | -36.61352|
316' - 18/10 | 05:40:11 | -8.61963 | -36.61325|
317' - 18/10 | 05:41:12 | -8.61963 | -36.61340|
318' - 18/10 | 05:42:13 | -8.61960 | -36.61351|
319' - 18/10 | 05:43:14 | -8.61961 | -36.61333|
320' - 18/10 | 05:44:15 | -8.61976 | -36.61275|
321' - 18/10 | 05:45:16 | -8.61968 | -36.61312|
322' - 18/10 | 05:46:17 | -8.61964 | -36.61326|
323' - 18/10 | 05:47:18 | -8.61966 | -36.61316|
324' - 18/10 | 05:48:19 | -8.61965 | -36.61326|
325' - 18/10 | 05:49:20 | -8.61963 | -36.61330|
326' - 18/10 | 05:50:21 | -8.61965 | -36.61325|
327' - 18/10 | 05:51:22 | -8.61963 | -36.61329|
328' - 18/10 | 05:52:23 | -8.61964 | -36.61325|
329' - 18/10 | 05:53:24 | -8.61965 | -36.61320|
330' - 18/10 | 05:54:25 | -8.61966 | -36.61323|
331' - 18/10 | 05:55:26 | -8.61964 | -36.61333|
332' - 18/10 | 05:56:27 | -8.61964 | -36.61321|
333' - 18/10 | 05:57:28 | -8.61965 | -36.61330|
334' - 18/10 | 05:58:29 | -8.61964 | -36.61326|
335' - 18/10 | 05:59:30 | -8.61966 | -36.61351|
336' - 18/10 | 06:0:31 | -8.61964 | -36.61295|
337' - 18/10 | 06:1:33 | -8.61963 | -36.61332|
338' - 18/10 | 06:2:34 | -8.61966 | -36.61323|
339' - 18/10 | 06:3:35 | -8.61960 | -36.61320|
340' - 18/10 | 06:4:36 | -8.61963 | -36.61322|
341' - 18/10 | 06:5:37 | -8.61963 | -36.61322|
342' - 18/10 | 06:6:38 | -8.61962 | -36.61322|
343' - 18/10 | 06:7:39 | -8.61963 | -36.61323|
344' - 18/10 | 06:8:40 | -8.61963 | -36.61322|
345' - 18/10 | 06:9:41 | -8.61964 | -36.61324|
346' - 18/10 | 06:10:42 | -8.61963 | -36.61322|
347' - 18/10 | 06:11:43 | -8.61964 | -36.61323|
348' - 18/10 | 06:12:44 | -8.61964 | -36.61323|
349' - 18/10 | 06:13:45 | -8.61961 | -36.61322|
350' - 18/10 | 06:14:47 | -8.61973 | -36.61322|
351' - 18/10 | 06:16:06 | -8.61953 | -36.61340|
352' - 18/10 | 06:17:07 | -8.61964 | -36.61321|
353' - 18/10 | 06:18:08 | -8.61965 | -36.61321|
354' - 18/10 | 06:19:09 | -8.61966 | -36.61322|
355' - 18/10 | 06:20:16 | -8.61971 | -36.61322|
356' - 18/10 | 06:21:17 | -8.61965 | -36.61322|
357' - 18/10 | 06:22:18 | -8.61962 | -36.61332|
358' - 18/10 | 06:23:19 | -8.61964 | -36.61328|
359' - 18/10 | 06:24:20 | -8.61964 | -36.61333|
360' - 18/10 | 06:25:21 | -8.61962 | -36.61324|
361' - 18/10 | 06:26:22 | -8.61965 | -36.61321|
362' - 18/10 | 06:27:23 | -8.61960 | -36.61323|
363' - 18/10 | 06:28:24 | -8.61964 | -36.61323|
364' - 18/10 | 06:29:25 | -8.61966 | -36.61328|
365' - 18/10 | 06:30:26 | -8.61968 | -36.61324|
366' - 18/10 | 06:31:27 | -8.61964 | -36.61327|
367' - 18/10 | 06:32:28 | -8.61940 | -36.61368|
368' - 18/10 | 06:33:29 | -8.61966 | -36.61321|
369' - 18/10 | 06:34:30 | -8.61964 | -36.61324|
370' - 18/10 | 06:35:31 | -8.61962 | -36.61330|
371' - 18/10 | 06:36:32 | -8.61964 | -36.61332|
372' - 18/10 | 06:37:33 | -8.61965 | -36.61326|
373' - 18/10 | 06:38:34 | -8.61967 | -36.61325|
374' - 18/10 | 06:39:35 | -8.61960 | -36.61348|
375' - 18/10 | 06:40:36 | -8.61964 | -36.61320|
376' - 18/10 | 06:41:37 | -8.61964 | -36.61322|
377' - 18/10 | 06:42:38 | -8.61953 | -36.61325|
378' - 18/10 | 06:43:43 | -8.61969 | -36.61314|
379' - 18/10 | 06:44:50 | -8.61970 | -36.61270|
380' - 18/10 | 06:45:54 | -8.61976 | -36.61323|
381' - 18/10 | 06:46:55 | -8.61970 | -36.61320|
382' - 18/10 | 06:47:57 | -8.61977 | -36.61303|
383' - 18/10 | 06:48:58 | -8.61962 | -36.61325|
384' - 18/10 | 06:49:59 | -8.61965 | -36.61321|
385' - 18/10 | 06:51:08 | -8.61963 | -36.61317|
386' - 18/10 | 06:52:09 | -8.61967 | -36.61305|
387' - 18/10 | 06:53:10 | -8.61965 | -36.61348|
388' - 18/10 | 06:54:11 | -8.61974 | -36.61325|
389' - 18/10 | 06:55:12 | -8.61964 | -36.61322|
390' - 18/10 | 06:56:15 | -8.61970 | -36.61320|
391' - 18/10 | 06:57:16 | -8.61962 | -36.61316|
392' - 18/10 | 06:58:17 | -8.61960 | -36.61316|
393' - 18/10 | 06:59:18 | -8.61956 | -36.61361|
394' - 18/10 | 07:0:19 | -8.61958 | -36.61330|
395' - 18/10 | 07:1:20 | -8.61965 | -36.61304|
396' - 18/10 | 07:2:21 | -8.61962 | -36.61320|
397' - 18/10 | 07:3:22 | -8.61961 | -36.61323|
398' - 18/10 | 07:4:23 | -8.61977 | -36.61321|
399' - 18/10 | 07:5:24 | -8.61964 | -36.61322|
400' - 18/10 | 07:6:25 | -8.61964 | -36.61322|
401' - 18/10 | 07:7:34 | -8.61965 | -36.61324|
402' - 18/10 | 07:8:36 | -8.61964 | -36.61322|
403' - 18/10 | 07:9:37 | -8.61963 | -36.61321|
404' - 18/10 | 07:10:42 | -8.61968 | -36.61321|
405' - 18/10 | 07:11:43 | -8.61966 | -36.61321|
406' - 18/10 | 07:12:44 | -8.61963 | -36.61325|
407' - 18/10 | 07:13:45 | -8.61967 | -36.61330|
408' - 18/10 | 07:15:08 | -8.61965 | -36.61317|
